1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
1.4316230023,-0.7144401245,-2.4710309264,-1.6386153712,-2.8972,2.3869082238,0.1800903085,0.0257640969,0.0240906034
