-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008531,0.4001147444,-0.2835980226,-1.1777540954,-1.2089924554,3.1123873151,-1.0380919881,0.0083647323,0.0335750364
-1.0629008597,0.4001147443,-0.2835980123,-1.177754093,-1.20899244,3.1123873117,-1.0380920075,0.0083647323,0.0335750364
